arm,algo,env_graph,cell,task,suite,obs,n_agents,seed,run_dir,steps,n_episodes,final
gat_true,gat_qmix,relay,C,C,classical,ego,6,8,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed8,150000,6000,64.06791666666666
gat_true,gat_qmix,relay,C,C,classical,ego,6,9,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed9,150000,6000,62.0825
gat_true,gat_qmix,relay,C,C,classical,ego,6,10,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed10,150000,6000,61.71041666666667
gat_true,gat_qmix,relay,C,C,classical,ego,6,11,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed11,150000,6000,62.20583333333333
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,0,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed0,150000,6000,63.06
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,1,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed1,150000,6000,66.33583333333333
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,2,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed2,150000,6000,63.997083333333336
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,3,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed3,150000,6000,63.264583333333334
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,4,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed4,150000,6000,64.06583333333333
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,5,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed5,150000,6000,63.16833333333334
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,6,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed6,150000,6000,64.4525
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,7,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed7,150000,6000,66.06166666666667
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,8,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed8,150000,6000,64.31
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,9,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed9,150000,6000,63.685833333333335
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,10,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed10,150000,6000,63.0675
gnn_true,gnn_qmix,relay,C,C,classical,ego,6,11,results\phaseC_classical\cellC_N6_ego_150000steps\gnn_true__cellC_N6_ego_150000steps__seed11,150000,6000,62.58416666666667
mlp,mlp_qmix,relay,C,C,classical,ego,6,0,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed0,150000,6000,58.16875
mlp,mlp_qmix,relay,C,C,classical,ego,6,1,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed1,150000,6000,63.80708333333333
mlp,mlp_qmix,relay,C,C,classical,ego,6,2,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed2,150000,6000,53.6275
mlp,mlp_qmix,relay,C,C,classical,ego,6,3,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed3,150000,6000,63.24125
mlp,mlp_qmix,relay,C,C,classical,ego,6,4,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed4,150000,6000,63.63708333333334
mlp,mlp_qmix,relay,C,C,classical,ego,6,5,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed5,150000,6000,63.958333333333336
mlp,mlp_qmix,relay,C,C,classical,ego,6,6,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed6,150000,6000,64.05125
mlp,mlp_qmix,relay,C,C,classical,ego,6,7,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed7,150000,6000,63.10333333333333
mlp,mlp_qmix,relay,C,C,classical,ego,6,8,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed8,150000,6000,63.5225
mlp,mlp_qmix,relay,C,C,classical,ego,6,9,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed9,150000,6000,55.79708333333333
mlp,mlp_qmix,relay,C,C,classical,ego,6,10,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed10,150000,6000,63.41625
mlp,mlp_qmix,relay,C,C,classical,ego,6,11,results\phaseC_classical\cellC_N6_ego_150000steps\mlp__cellC_N6_ego_150000steps__seed11,150000,6000,57.040416666666665
