arm,algo,graph,cell,task,suite,k,n_agents,seed,run_dir,steps,n_episodes,final
gnn_true,gnn_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,4,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_true__cellE1_N6_150000steps__seed4,150000,6000,-92.92682398464223
gnn_true,gnn_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,5,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_true__cellE1_N6_150000steps__seed5,150000,6000,-125.57248772063055
gnn_true,gnn_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,6,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_true__cellE1_N6_150000steps__seed6,150000,6000,-111.85930102221913
gnn_true,gnn_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,7,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_true__cellE1_N6_150000steps__seed7,150000,6000,-73.60940219081832
gnn_true,gnn_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,8,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_true__cellE1_N6_150000steps__seed8,150000,6000,-91.42844015557877
gnn_true,gnn_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,9,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_true__cellE1_N6_150000steps__seed9,150000,6000,-100.73300783672556
gnn_true,gnn_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,10,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_true__cellE1_N6_150000steps__seed10,150000,6000,-110.2716879420734
gnn_true,gnn_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,11,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_true__cellE1_N6_150000steps__seed11,150000,6000,-107.1899764519951
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,0,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed0,150000,6000,-116.30304493573124
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,1,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed1,150000,6000,-105.51506260957231
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,2,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed2,150000,6000,-120.14365905942786
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,3,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed3,150000,6000,-134.2588252647617
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,4,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed4,150000,6000,-118.98364211641501
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,5,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed5,150000,6000,-80.87926602058872
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,6,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed6,150000,6000,-120.1606548487281
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,7,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed7,150000,6000,-112.04172979853745
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,8,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed8,150000,6000,-72.33408859210681
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,9,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed9,150000,6000,-116.90209668638111
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,10,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed10,150000,6000,-124.16584679161284
gnn_wrong,gnn_qmix,wrong,E1,mpe_reference_pairs,external_validity,3,6,11,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\gnn_wrong__cellE1_N6_150000steps__seed11,150000,6000,-124.28510053530958
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,0,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed0,150000,6000,-64.97650915244107
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,1,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed1,150000,6000,-71.46120415271058
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,2,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed2,150000,6000,-62.723624679199325
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,3,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed3,150000,6000,-63.42263375612148
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,4,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed4,150000,6000,-63.731557803917546
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,5,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed5,150000,6000,-61.23369617331691
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,6,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed6,150000,6000,-61.716494456259085
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,7,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed7,150000,6000,-99.43596217831595
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,8,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed8,150000,6000,-122.77337246479078
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,9,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed9,150000,6000,-62.84632462232315
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,10,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed10,150000,6000,-63.411938982430684
mlp,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,11,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\mlp__cellE1_N6_150000steps__seed11,150000,6000,-83.2677489169323
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,0,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed0,150000,6000,-43.85263407237324
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,1,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed1,150000,6000,-38.64569997540202
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,2,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed2,150000,6000,-40.27339638435969
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,3,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed3,150000,6000,-50.44608298511605
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,4,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed4,150000,6000,-40.79221002158546
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,5,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed5,150000,6000,-41.32411785290755
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,6,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed6,150000,6000,-42.1645043814152
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,7,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed7,150000,6000,-43.80591611914699
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,8,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed8,150000,6000,-51.277684197438965
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,9,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed9,150000,6000,-43.45793228699447
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,10,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed10,150000,6000,-39.33024090205576
oracle,mlp_qmix,true,E1,mpe_reference_pairs,external_validity,3,6,11,D:\Codes\Github\when-graphs-help-marl\results\phaseD_external\cellE1_N6_150000steps\oracle__cellE1_N6_150000steps__seed11,150000,6000,-44.90436829374597
